 Platform,ShopName,Reputation,CreateShopTime,Provinces,City,Zone,Brand,PropertiesOne,PropertiesTwo,PropertiesThree,PropertiesFour,PropertiesFive,Title,StoreActivity,Price,PromotionPrice,PenNuitPrice,GuestUintPrice,PeopleNumber,Sale,SalePrice,NumberOfComment,CollectNumber,BabyID,ShopID,UnderTime,BabyLink,Year,Month,UNIXTime,AttributeOne,AttributeTwo,Class,重量(g):,工艺:,形状:,系列:
天猫,五房真铺食品专营店,天猫卖家,,福建,厦门,福建厦门,金喜缘,其他/other,468,非手工,排块,麦巧多麦片巧克力,年货燕麦巧克力500g 营养牛奶麦片喜糖低糖零食包邮（代可可脂）,"满58元,包邮",22,,22,108,862,4230,"93,060",43225,13995,40882711382,113002470,,点击查看,1900,,,品牌:?金喜缘,生产许可证编号:350513010354==产品标准号:SB/T10402==厂名:晋江市金喜缘食品有限责任公司==厂址:晋江市罗山街道苏内村东洋区==厂家联系方式:059588002595==配料表:白砂糖、麦片（小麦粉、大米粉、玉米粉、麦芽糖浆）==储藏方法:置于阴凉干燥处，避免阳光直射==保质期:365 天==包装方式:包装==包装种类:袋装==品牌:金喜缘==系列:麦巧多麦片巧克力==商品条形码:6953226809992==重量(g):468==巧克力品类:其他/other==巧克力价格:10-20元==是否含糖:含糖==产地:中国大陆==省份:福建省==城市:泉州市==是否含有代可可脂:是==巧克力制作工艺:非手工==形状:排块==,,,,,
天猫,多臣食品专营店,天猫卖家,,广东,广州,广东广州,悠梅,卖家未填,800,卖家未填,卖家未填,蔓越莓蛋糕干800g,买2减3/悠梅蔓越莓蛋糕干面包干饼干零食大礼包一箱年货礼盒800g,"满48元,包邮；满58元,包邮,赠:小清新药丸笔",79,,79,1686.3,55,1174,"92,746",209,3033,41616606090,67232073,,点击查看,1900,,,品牌:?悠梅,生产许可证编号:440624010026==产品标准号:GB/T 20977==厂名:广东姆明食品股份有限公司==厂址:佛山市三水区乐平镇横山涡==厂家联系方式:0757-81128873==配料表:小麦粉，植物油，鲜鸡蛋，蔓越莓干，白砂糖，玉米淀粉，人造奶油，水，全脂奶粉，食用盐==储藏方法:请置于阴凉干爽处==保质期:360 天==产品名称:悠梅 蔓越莓蛋糕干800g==包装方式:包装==重量(g):800==品牌:悠梅==系列:蔓越莓蛋糕干800g==是否含糖:含糖==是否为有机食品:否==产地:中国大陆==省份:广东省==口味:原味==是否进口:国产==,,,,,
淘宝,小勒爺,金冠卖家,2011/4/1,河南,焦作,河南焦作,tipo/友谊,卖家未填,300,卖家未填,卖家未填,牛奶味面包干,正宗越南TIPO白巧克力面包干 300g 特价饼干进口零食品年货大礼包,31.33元/500g,18.8,11.5,11.5,26,3546,8021,"92,242",13347,56301,15771516609,65890646,2015/1/27 10:00,点击查看,2011,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422324000000&starts=1421719200000&item_id=15771516609&user_tag=471420928&old_quantity=28027&zhichong=true&sold_total_num=16&seller_num_id=679605193&dk=0&title=%D5%FD%D7%DA%D4%BD%C4%CFTIPO%B0%D7%C7%C9%BF%CB%C1%A6%C3%E6%B0%FC%B8%C9+300g+%CC%D8%BC%DB%B1%FD%B8%C9%BD%F8%BF%DA%C1%E3%CA%B3%C6%B7%C4%EA%BB%F5%B4%F3%C0%F1%B0%FC&sbn=fcc45571a81c083132c4ca3234515d35&isTKA=false&msc=1,品牌: tipo/友谊,生产许可证编号:==产品标准号:==厂名:越南友谊食品有限公司==厂址:越南==厂家联系方式:124-362544==配料表:面粉·糖·巧克力（20%）·奶粉·植物油==储藏方法:阴凉避光处==保质期:365==食品添加剂:乳化剂(乳酸脂肪酸甘油酯等..)膨松剂==产品名称:tipo/友谊鸡蛋牛奶面包干==包装方式: 包装==商品条形码: 8934760211005==重量(g): 300==糕点种类: 酥性饼干==品牌: tipo/友谊==系列: 牛奶味面包干==热销系列: 其它==是否含糖: 含糖==是否为有机食品: 否==产地: 越南==,,,,,
天猫,酉之辰食品专营店,天猫卖家,,浙江,杭州,浙江杭州,Dove/德芙,牛奶巧克力,500,卖家未填,卖家未填,4.5g红双喜散装,德芙散装4.5g丝滑牛奶巧克力500g 休闲零食品喜糖年货,"满68元,包邮",168,43.8,43.8,85.4,1079,2103,"92,111",12068,11936,12824091889,67102581,,点击查看,1900,,,品牌:?Dove/德芙,"生产许可证编号:112713010002==产品标准号:GB/T 19343==厂名:玛氏食品（中国）有限公司==厂址:北京市怀柔区雁栖经济开发区==厂家联系方式:400-680-6611==配料表:白砂糖,可可脂,脱脂乳粉,可可液块,乳脂肪,乳糖,精炼食用植物油,食品添加剂(乳化剂(大豆磷脂)),食用香料。==储藏方法:请置放于阴凉干燥清洁处,避免阳光直接照射。==保质期:364 天==食品添加剂:乳化剂(大豆磷脂)==产品名称:Dove/德芙 4.5g红双喜散...==包装方式:散装==品牌:Dove/德芙==系列:4.5g红双喜散装==重量(g):500==巧克力品类:牛奶巧克力==是否含糖:含糖==产地:中国大陆==省份:北京==是否含有代可可脂:否==成分含量:30%以下==",,,,,
淘宝,双时区食品,钻级卖家,2014/7/6,上海,上海,上海,美国星球棒棒糖,卖家未填,200,卖家未填,卖家未填,卖家未填,【顺丰包邮】美国创意星球星空棒棒糖果10支装年货生日情人节礼物,320.00元/500g,128,55.94,55.94,78.3,1175,1645,"92,021",2627,11093,40290049365,111957123,2015/1/27 12:30,点击查看,2014,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422333032000&starts=1421728232000&item_id=40290049365&user_tag=341643264&old_quantity=1968&zhichong=true&sold_total_num=16&seller_num_id=2160069253&dk=0&title=%A1%BE%CB%B3%B7%E1%B0%FC%D3%CA%A1%BF%C3%C0%B9%FA%B4%B4%D2%E2%D0%C7%C7%F2%D0%C7%BF%D5%B0%F4%B0%F4%CC%C7%B9%FB10%D6%A7%D7%B0%C4%EA%BB%F5%C9%FA%C8%D5%C7%E9%C8%CB%BD%DA%C0%F1%CE%EF&sbn=beabdec353ab2924a9fe3b54d3dce45b&isTKA=false&msc=1,品牌: 美国星球棒棒糖,生产许可证编号:330113010161==产品标准号:==厂名:杭州棒棒食品有限公司==厂址:杭州市萧山区闻堰镇桥南路11号==厂家联系方式:18537535523==配料表:糖，玉米糖浆==储藏方法:阴凉干燥处，或者冷藏==保质期:360==食品添加剂:无==产品: 棒棒糖==包装方式: 包装==包装种类: 盒装==商品条形码: 6950081600146==重量(g): 200==品牌: 美国星球棒棒糖==是否含糖: 含糖==产地: 中国大陆==省份: 浙江省==城市: 杭州市==是否为有机食品: 是==,,,,,
天猫,天行健食品专营店,天猫卖家,,湖南,长沙,湖南长沙,Danco/丹夫,卖家未填,2500,卖家未填,卖家未填,烘烤类糕点(其他类)华夫饼2.5kg,年货 丹夫华夫饼 整箱 5斤原味无糖奶油芝士饼干糕点 特价团购,,280,106.90-108.90,106.9,179.9,511,860,"91,934",5642,3033,15273369439,67119425,,点击查看,1900,,,品牌:?Danco/丹夫,生产许可证编号:350624010042==产品标准号:Q/LDFS001-2009==厂名:丹夫集团有限公司==厂址:龙海市东园镇工业区==厂家联系方式:86-596-6711333==配料表:鲜鸡蛋、白砂糖、小麦粉==储藏方法:避免放于日晒、高温和潮湿==保质期:180 天==食品添加剂:水分保持剂.乳化剂.膨==产品名称:Danco/丹夫 烘烤类糕点(...==包装方式:包装==重量(g):2500==品牌:Danco/丹夫==系列:烘烤类糕点(其他类)华夫饼2.5kg==是否含糖:含糖==是否为有机食品:否==产地:中国大陆==省份:福建省==口味:甜橙味无添加蔗糖芝士味提拉米苏味原味奶油味芝麻味==是否进口:国产==,,,,,
天猫,乐奈旗舰店,天猫卖家,,上海,上海,上海,乐奈,卖家未填,600,卖家未填,卖家未填,曲奇饼干600克组合,乐奈聚年货 混合口味进口黄油曲奇饼干600克大礼包零食品,,159,28.9,28.9,76,1209,3180,"91,902",87168,39042,36107927780,68130401,,点击查看,1900,,,品牌:?乐奈,生产许可证编号:320524011870==厂名:苏州北纬拾贰度食品有限公司==厂址:江苏省苏州市太仓市城厢镇东仓北路188号==厂家联系方式:0512-53562772==配料表:新西兰进口黄油、细砂糖、面粉、新鲜草鸡蛋==储藏方法:常温密封储存==保质期:270 天==包装方式:包装==重量(g):600==糕点种类:曲奇饼干==品牌:乐奈==系列:曲奇饼干600克组合==是否含糖:含糖==产地:中国大陆==省份:江苏省==,,,,,
天猫超市,天猫超市,天猫超市,,上海,上海,上海,KARSA/咔咔莎,卖家未填,卖家未填,卖家未填,卖家未填,卖家未填,【天猫超市】KARSA/咔咔莎 进口椰蓉香蕉味年货巧克力饼干64g/袋,,15,5.96,5.96,11.6,7896,15386,"91,701",85725,8016,36393201566,101717810,,点击查看,1900,,,KARSA/咔咔莎,,,,,,
淘宝,shop20121111,钻级卖家,2012/11/11,山东,威海,山东威海,Lotte/乐天,卖家未填,1200,卖家未填,卖家未填,饼干,韩国进口食品 送吃货女友生日年货零食大礼包一箱的套餐 礼盒组合,41.58元/500g,99.8,69.8,69.8,99.9,917,1312,"91,578",1025,4783,39838422392,100977850,2015/1/27 21:30,点击查看,2012,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422365411000&starts=1421760611000&item_id=39838422392&user_tag=337383424&old_quantity=6973&zhichong=true&sold_total_num=16&seller_num_id=1080963816&dk=0&title=%BA%AB%B9%FA%BD%F8%BF%DA%CA%B3%C6%B7+%CB%CD%B3%D4%BB%F5%C5%AE%D3%D1%C9%FA%C8%D5%C4%EA%BB%F5%C1%E3%CA%B3%B4%F3%C0%F1%B0%FC%D2%BB%CF%E4%B5%C4%CC%D7%B2%CD+%C0%F1%BA%D0%D7%E9%BA%CF&sbn=c975a4bd44d49ae653afdb39c704d4fa&isTKA=false&msc=1,品牌: 乐天（韩国）,生产许可证编号:==产品标准号:==厂名:==厂址:==厂家联系方式:==配料表:==储藏方法:==保质期:180==食品添加剂:无==包装方式: 散装==重量(g): 1200==品牌: 乐天（韩国）==系列: 饼干==产地: 韩国==,,,,,
天猫,香楠食品旗舰店,天猫卖家,,浙江,杭州,浙江杭州,香楠,卖家未填,210,卖家未填,卖家未填,绿豆糕,香楠绿豆糕 传统糕点点心零食馅饼 杭州特产年货节礼盒买2送1麻薯,"满68元,包邮",142.86,26.8,26.8,71.4,1280,3410,"91,388",15647,32068,36940859234,107118350,,点击查看,1900,,,品牌:?香楠,生产许可证编号:330124010815==产品标准号:GB/T20977==厂名:杭州知味观食品有限公司==厂址:杭州市余杭区瓶窑镇凤都村==厂家联系方式:057185224708==配料表:脱皮绿豆粉、植物油、白糖、山梨酸钾==储藏方法:低温储藏（10℃以下低温冷藏风味更佳）==保质期:90 天==食品添加剂:山梨酸钾==包装方式:包装==品牌:香楠==系列:绿豆糕==商品条形码:6956635601027==糕点种类:绿豆糕==重量(g):210==口味:甜味==是否含糖:含糖==是否为有机食品:否==产地:中国大陆==省份:浙江省==城市:杭州市==,,,,,
淘宝,qqqq金,皇冠卖家,2004/5/12,上海,上海,上海,Dove/德芙,夹心巧克力,650,手工,其他/other,德芙巧克力,定制   德芙巧克力礼盒装 diy创意手工刻字生日年货情人节爱心型表白礼物,213.85元/500g,278,108,108,107,854,846,"91,368",2170,7468,25140308299,1082717,2015/1/27 20:24,点击查看,2004,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422361454000&starts=1421756654000&item_id=25140308299&user_tag=403984400&old_quantity=13604&zhichong=true&sold_total_num=16&seller_num_id=1082717&dk=0&title=%B5%C2%DC%BD%C7%C9%BF%CB%C1%A6%C0%F1%BA%D0%D7%B0+diy%B4%B4%D2%E2%CA%D6%B9%A4%BF%CC%D7%D6%C9%FA%C8%D5%C4%EA%BB%F5%C7%E9%C8%CB%BD%DA%B0%AE%D0%C4%D0%CD%B1%ED%B0%D7%C0%F1%CE%EF&sbn=67f0efc7d2fbc36208bd124353f0a037&isTKA=false&msc=1,品牌: Dove/德芙,生产许可证编号:311513010231==产品标准号:SB/T 10402-2006==厂名:茱圣吉食品(上海)有限公司==厂址:上海市浦东新区宣桥镇宣秋路139号4幢3-4楼==厂家联系方式:4007288005==配料表:可可粉，奶粉，进口牛奶，可可脂==储藏方法:冷藏==保质期:90==食品添加剂:大豆卵磷脂，香兰素==产品名称:Dove/德芙 德芙巧克力==包装方式: 包装==包装种类: 礼盒装==品牌: Dove/德芙==系列: 德芙巧克力==重量(g): 650==巧克力品类: 夹心巧克力==巧克力价格: 100-200元==是否含糖: 含糖==产地: 中国大陆==省份: 北京==是否含有代可可脂: 否==成分含量: 61%以上==巧克力制作工艺: 手工==形状: 其他/other==,,,,,
天猫,浪淘沙食品专营店,天猫卖家,,福建,厦门,福建厦门,日光岩,鼓浪屿馅饼,1200,卖家未填,卖家未填,馅饼礼盒1200g,包邮 日光岩馅饼6盒礼盒 绿豆饼厦门鼓浪屿特产 春节过年年货食品,,32.99,32.8,32.8,78,1167,2776,"91,053",14854,8984,14606285234,62224314,,点击查看,1900,,,品牌:?日光岩,生产许可证编号:350224010082==产品标准号:GB/T 20977==厂名:厦门老作坊食品工业有限公司==厂址:福建省厦门市湖里区殿前街道高崎北五路11号4-6楼==厂家联系方式:0592-2200348==配料表:面粉、绿豆、白砂糖、起酥油、麦芽糖、水等==储藏方法:放置冰箱或阴凉干燥处==保质期:25 天==食品添加剂:0==产品名称:日光岩 馅饼礼盒1200g==包装方式:包装==品牌:日光岩==系列:馅饼礼盒1200g==糕点种类:馅饼==重量(g):1200==口味:甜味==特产品类:鼓浪屿馅饼==是否含糖:含糖==是否为有机食品:否==产地:中国大陆==省份:福建省==城市:厦门市==,,,,,
天猫,香客食品专营店,天猫卖家,,福建,厦门,福建厦门,赵小姐,鼓浪屿馅饼,834,卖家未填,卖家未填,礼套834g,鼓浪屿赵小姐的店 赵小姐店的凤梨酥绿豆馅饼年货礼盒厦门特产,,75,70,70,160.4,567,1299,"90,930",5103,7420,38674191934,104553243,,点击查看,1900,,,品牌:?赵小姐,生产许可证编号:350224010138==厂名:厦门市阿吉仔食品有限公司==厂址:福建省厦门市同安区洪塘镇新学村下宅里152号==厂家联系方式:0592-5800750==配料表:精面粉、凤梨馅、酥油==储藏方法:常温 避光==保质期:20 天==食品添加剂:符合QS认证标准==产品名称:赵小姐 礼套834g==包装方式:包装==品牌:赵小姐==系列:礼套834g==糕点种类:馅饼==重量(g):834==口味:甜味==特产品类:鼓浪屿馅饼==产地:中国大陆==省份:福建省==城市:厦门市==,,,,,
淘宝,金山网购连锁004,金冠卖家,2008/2/26,上海,上海,上海,DANISA/皇冠,卖家未填,908,卖家未填,卖家未填,曲奇饼,进口零食 皇冠丹麦曲奇饼干908g 丹麦牛油风味年货送礼必备礼盒装,61.67元/500g,112,82.8,82.8,392.9,231,1096,"90,749",1523,14082,13743123578,35391428,2015/1/26 15:32,点击查看,2008,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422257532000&starts=1421652732000&item_id=13743123578&user_tag=471420946&old_quantity=16646&zhichong=true&sold_total_num=16&seller_num_id=86382856&dk=0&title=%BD%F8%BF%DA%C1%E3%CA%B3+%BB%CA%B9%DA%B5%A4%C2%F3%C7%FA%C6%E6%B1%FD%B8%C9908g+%B5%A4%C2%F3%C5%A3%D3%CD%B7%E7%CE%B6%C4%EA%BB%F5%CB%CD%C0%F1%B1%D8%B1%B8%C0%F1%BA%D0%D7%B0&sbn=57f9919502036f27c6d91b33bbb29552&isTKA=false&msc=1,品牌: DANISA/皇冠,生产许可证编号:==产品标准号:==厂名:进口商:尤益嘉上海食品商贸有限公司==厂址:上海市沪南路2888弄1号楼2楼==厂家联系方式:021-58128934==配料表:面粉，牛油（奶类制品），白砂糖，鸡蛋，椰子粉，葡萄干，奶粉，食盐，食品添加剂（膨松剂（碳酸氢铵），香兰素）==储藏方法:避免阳光直射，存放于阴凉干燥处==保质期:730==食品添加剂:膨松剂（碳酸氢铵），香兰素==产品名称:Danisa/丹麦皇冠曲奇饼==包装方式: 包装==商品条形码: 8996001303764==重量(g): 908==糕点种类: 曲奇饼干==品牌: DANISA/皇冠==系列: 曲奇饼==热销系列: 其它==是否含糖: 含糖==是否为有机食品: 否==产地: 印尼==,,,,,
天猫,极之鲜食品专营店,天猫卖家,,广东,深圳,广东深圳,嘉云斯（德国）,卖家未填,200,卖家未填,卖家未填,嘉云斯水果糖,德国进口糖果嘉云糖水果糖 硬糖喜糖创意礼物糖年货礼盒零食批发,"满58元,包邮",30,15,15,41.7,2173,6047,"90,705",6745,4734,41794688005,103604908,,点击查看,1900,,,品牌:?嘉云斯（德国）,厂名:Cavendishi&Harvey Confectionery GmbH==厂址:德国==厂家联系方式:400==配料表:葡萄糖浆，白砂糖，柠檬酸等==储藏方法:请密封存放于25℃以下的阴凉干燥处==保质期:1095 天==食品添加剂:见包装==产品:水果糖==包装方式:包装==包装种类:盒装==重量(g):200==品牌:嘉云斯（德国）==系列:嘉云斯水果糖==是否含糖:含糖==产地:德国==口味:草莓味香橙味薄荷味柠檬味芒果味蓝莓味苹果味其他川贝枇杷可乐味综合果味蛋糕味高酸果味莓果味西柚味炭烧咖啡==,,,,,
天猫超市,天猫超市华北站,天猫超市,,北京,北京,北京,卖家未填,卖家未填,卖家未填,卖家未填,卖家未填,卖家未填,【天猫超市】意大利进口费列罗巧克力榛果威化T30粒礼盒年货喜糖,,106,77,77,114.2,791,1173,"90,321",1261,448,39386945681,101717810,,点击查看,1900,,,,,,,,,
天猫,独秀食品专营店,天猫卖家,,陕西,西安,陕西西安,良品铺子,卖家未填,1000,卖家未填,卖家未填,零食大礼包组合套餐,良品铺子 送女友年货零食大礼包一箱的组合套餐女生儿童生日礼物,,126,58,58,65.7,1348,1526,"88,508",1998,3264,41169954798,69492228,,点击查看,1900,,,品牌:?良品铺子,生产许可证编号:350617010096==产品标准号:GB/T20977==厂名:蒂妮(漳州)食品有限公司==厂址:漳浦县长桥镇长桥村==厂家联系方式:400-8177517==配料表:草莓干，芒果干，海带丝==储藏方法:常温或阴凉干燥处保存==保质期:180 天==食品添加剂:见包装==包装方式:包装==品牌:良品铺子==系列:零食大礼包组合套餐==重量(g):1000==口味:其他/other==是否含糖:含糖==产地:中国大陆==省份:湖北省==城市:武汉市==,,,,,
天猫超市,天猫超市,天猫超市,,上海,上海,上海,长鼻王,卖家未填,卖家未填,卖家未填,卖家未填,卖家未填,【天猫超市】长鼻王 膨化夹心卷蛋黄味420g 糙米卷 休闲零食 年货,,25,23.9,23.9,33.7,2619,3689,"88,167",35740,2915,21620904466,101717810,,点击查看,1900,,,长鼻王,,,,,,
天猫,欣丰源食品专营店,天猫卖家,,北京,北京,北京,马大姐,卖家未填,500,卖家未填,卖家未填,经典花生牛轧糖,马大姐花生牛轧糖500g食品乳山纯手工香浓花生牛奶糖零食年货包邮,"满28元,包邮",59.9,19.9,19.9,94.6,924,4394,"87,441",2923,3746,37463100807,108848056,,点击查看,1900,,,品牌:?马大姐,生产许可证编号:111313010009==产品标准号:SB/T10104==厂名:北京康贝尔食品有限责任公司==厂址:北京市顺义区赵全营镇兆丰工业区==厂家联系方式:010-60435131==配料表:白砂糖、麦芽糖浆、花生仁、人造奶油、鸡蛋清、食用淀粉==储藏方法:置于阴凉干燥处、避免阳光直射==保质期:360 天==食品添加剂:食用香精香料==产品:牛轧糖 Nougat==包装方式:包装==包装种类:袋装==重量(g):500==品牌:马大姐==系列:经典花生牛轧糖==是否含糖:含糖==产地:中国大陆==省份:北京==,,,,,
淘宝,一品堂微,皇冠卖家,2009/2/11,山东,烟台,山东烟台,健元堂,卖家未填,300,卖家未填,卖家未填,猴菇饼干,原味猴头菇养胃饼干低卡好吃不胖的休闲代餐早餐年货小零食品,100.00元/500g,60,36,36,2486.1,35,2417,"87,012",92,642,38477353208,37102318,2015/1/23 15:17,点击查看,2009,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1421997423000&starts=1421392623000&item_id=38477353208&user_tag=471429120&old_quantity=92398&zhichong=true&sold_total_num=16&seller_num_id=183466534&dk=0&title=%D4%AD%CE%B6%BA%EF%CD%B7%B9%BD%D1%F8%CE%B8%B1%FD%B8%C9%B5%CD%BF%A8%BA%C3%B3%D4%B2%BB%C5%D6%B5%C4%D0%DD%CF%D0%B4%FA%B2%CD%D4%E7%B2%CD%C4%EA%BB%F5%D0%A1%C1%E3%CA%B3%C6%B7&sbn=6d3052845447fe411b2d63fe7a36ff79&isTKA=false&msc=1,品牌: 健元堂,生产许可证编号:370608010059==产品标准号:==厂名:烟台市儿童食品厂==厂址:莱山区盛泉工业园东兴路6号==厂家联系方式:0535-2100339==配料表:详见宝贝描述==储藏方法:==保质期:365==食品添加剂:阴凉通风处==包装方式: 包装==重量(g): 300==品牌: 健元堂==系列: 猴菇饼干==产地: 中国大陆==省份: 山东省==,,,,,
天猫,畅享食品专营店,天猫卖家,,湖南,长沙,湖南长沙,雅伯,卖家未填,500,卖家未填,卖家未填,燕麦巧克力,特产零食品糖果雅伯营养麦片燕麦巧克力500g 低糖零食喜糖年货,"满39元,包邮",9.99,7.99,7.99,224,383,10738,"85,797",294,582,39649900141,111209089,,点击查看,1900,,,品牌:?雅伯,生产许可证编号:350513010056==产品标准号:SB/T10402==厂名:晋江市恒祥食品有限公司==厂址:晋江市罗山社店工业南区96号==厂家联系方式:0595-88183072==配料表:玉米淀粉、白砂糖、麦片，代可可脂、==保质期:365 天==食品添加剂:见包装==产品:喜糖==包装方式:包装==包装种类:袋装==重量(g):500==品牌:雅伯==系列:燕麦巧克力==是否含糖:含糖==产地:中国大陆==省份:福建省==城市:泉州市==是否为有机食品:否==,,,,,
淘宝,丝丝愫,金牌卖家,2013/3/7,广东,广州,广东广州,陈李济,卖家未填,28,卖家未填,卖家未填,卖家未填,【陈李济年货提前抢】全新一代水果喉糖 2盒装2口味 胖大海+桔红,696.43元/500g,39,19.8,19.8,72.6,1179,4324,"85,615",531,555,42126329612,102573365,2015/1/24 10:00,点击查看,2013,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422064800000&starts=1421460000000&item_id=42126329612&user_tag=404557824&old_quantity=13664&zhichong=true&sold_total_num=16&seller_num_id=1128806222&dk=0&title=%A1%BE%B3%C2%C0%EE%BC%C3%C4%EA%BB%F5%CC%E1%C7%B0%C7%C0%A1%BF%C8%AB%D0%C2%D2%BB%B4%FA%CB%AE%B9%FB%BA%ED%CC%C7+2%BA%D0%D7%B02%BF%DA%CE%B6+%C5%D6%B4%F3%BA%A3%2B%BD%DB%BA%EC&sbn=1bfbe3617b9762a1d5b66c52d0e15563&isTKA=false&msc=1,品牌: 陈李济,生产许可证编号:440113010015==产品标准号:SB/T 10018==厂名:广东珍奇味集团有限公司==厂址:广州从化经济开发区福从路15号==厂家联系方式:020-87816822==配料表:白砂糖、葡萄糖浆、枇杷、陈皮、甘草、杏仁、蜂蜜、氢化油、食品添加剂、食用香精==储藏方法:常温下保存于阴凉干燥处==保质期:540==食品添加剂:磷脂、焦糖色、桉叶油、薄荷脑==产品: 润喉糖==包装方式: 包装==包装种类: 盒装==商品条形码: 6910682006662==重量(g): 28==品牌: 陈李济==是否含糖: 含糖==产地: 中国大陆==省份: 广东省==城市: 广州市==是否为有机食品: 否==,,,,,
天猫,聊城爱吃堡食品专营店,天猫卖家,,山东,威海,山东威海,Lotte/乐天,卖家未填,900,卖家未填,卖家未填,大礼包,韩国进口零食品店年货零食大礼包一箱好吃的新年礼物特价促销包邮,"满59元,包邮",119,45,45,69.5,1222,1887,"84,915",2847,6194,41578517355,113907226,,点击查看,1900,,,品牌:?Lotte/乐天,厂名:韩国乐天株式会社==厂址:韩国==厂家联系方式:0631-5291199==配料表:详见商品组合详情==储藏方法:于阴凉干燥处保存，避免阳光直射==保质期:365 天==食品添加剂:详见商品包装==包装方式:包装==重量(g):900==糕点种类:其他/other==品牌:Lotte/乐天==系列:大礼包==热销系列:组合系列==是否含糖:含糖==是否为有机食品:否==产地:韩国==口味:原味==,,,,,
天猫,乐奈旗舰店,天猫卖家,,上海,上海,上海,乐奈,松露巧克力,400,手工,松露型,经典松露巧克力400克,乐奈 进口料8口味黑松露巧克力400g喜糖礼盒零食年货（代可可脂）,,39.9,19.5,19.5,33,2568,4352,"84,864",82368,46020,13063587470,68130401,,点击查看,1900,,,品牌:?乐奈,产品标准号:GB/T19343==厂名:太仓市妮可食品有限公司==厂址:江苏省苏州市太仓市人民北路、北京西路北郊工业园==厂家联系方式:051253239722==配料表:白砂糖、植物油、可可粉、可可液块、奶粉==储藏方法:25度以下==保质期:365 天==食品添加剂:香兰素、大豆卵磷脂==产品名称:乐奈 经典松露巧克力400克==包装方式:包装==包装种类:礼盒装==品牌:乐奈==系列:经典松露巧克力400克==重量(g):400==巧克力品类:松露巧克力==产地:中国大陆==省份:江苏省==城市:太仓市==是否含有代可可脂:是==巧克力制作工艺:手工==形状:松露型==,,,,,
天猫,长沙雄越食品专营店,天猫卖家,,湖南,长沙,湖南长沙,一品旺,卖家未填,500,卖家未填,卖家未填,香酥花生480g,一品旺花生酥糖香酥花生牛轧糖 果零食品备年货毛重500g四川特产,"满39元,包邮",19.9,18.8,18.8,43.1,1966,4509,"84,769",1311,1348,42884860686,108942126,,点击查看,1900,,,品牌:?一品旺,生产许可证编号:510113010097==厂名:成都市新都区一品旺食品厂==厂址:成都市新都区军屯镇希望路８９号==厂家联系方式:028-81721096==配料表:花生仁、白砂糖、芝麻==储藏方法:阴凉干燥处==保质期:270 天==食品添加剂:见包装==产品:其他/other==包装方式:包装==包装种类:袋装==重量(g):500==品牌:一品旺==系列:香酥花生480g==产地:中国大陆==省份:四川省==城市:成都市==,,,,,
全球购,美丽阳光营养屋,全球购优选商家,2008/8/31,北京,北京,北京,FERRERO/费列罗,果仁巧克力,600,卖家未填,卖家未填,卖家未填,包邮 意大利费列罗榛仁威化巧克力T3T48粒 单层水晶礼盒年货批发,79.17元/500g,95,,95,313.9,270,892,"84,740",142,2802,12664687053,36292689,2015/1/24 16:23,点击查看,2008,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422087785000&starts=1421482985000&item_id=12664687053&user_tag=471404544&old_quantity=6805&zhichong=true&sold_total_num=16&seller_num_id=128953951&dk=0&title=%B0%FC%D3%CA+%D2%E2%B4%F3%C0%FB%B7%D1%C1%D0%C2%DE%E9%BB%C8%CA%CD%FE%BB%AF%C7%C9%BF%CB%C1%A6T3T48%C1%A3+%B5%A5%B2%E3%CB%AE%BE%A7%C0%F1%BA%D0%C4%EA%BB%F5%C5%FA%B7%A2&sbn=a27a54b38236b4b9fdfaf5ab0627726d&isTKA=false&msc=2,品牌: 费列罗/FERRERO ROCHER,生产许可证编号:==产品标准号:==厂名:意大利费列罗==厂址:加拿大==厂家联系方式:4006 124 123==配料表:牛奶巧克力30%（白砂糖，可可脂，可可浆，脱脂乳粉，无水奶油，食品添加剂[大豆磷脂，香兰素]），榛果仁30%，白砂糖，植物油，小麦面粉，乳清粉，低脂可可粉，脱脂乳粉，食盐，食品添加剂[大豆磷脂，膨公剂==储藏方法:干燥通风 密封保存==保质期:270==食品添加剂:无任何添加==包装方式: 包装==包装种类: 罐装==品牌: 费列罗/FERRERO ROCHER==费列罗巧克力产品目录: 费列罗金莎T48==规格: 水晶礼盒==商品条形码: 80050278==重量(g): 600==巧克力品类: 果仁巧克力==巧克力价格: 100-200元==是否含糖: 含糖==产地: 意大利==是否含有代可可脂: 否==成分含量: 30%以下==,,,,,
